Depth	GRDE	CODE	LSDU	BRDU	CADE	DENL	DENB	DEPO	ADEN	VL2F	VL4F	VL6F	VL2A	SPOR	LSN	SSN	RPOR	FE1	FE2	M	A	VM	FC
193.77	38.5	1.36	9305.78	34124.03	99.51	1.34	1.26	78.02	1.32	2316.01	2322.79	2315.2	2271.24	55.89	108.04	1712.06	59.41	794.33	573.66	5.3	9.8	32.8	52.1
193.76	33.7	1.36	9387.17	34427.62	99.44	1.33	1.23	78.21	1.32	2316.01	2325.39	2318.71	2267.86	55.85	99.47	1672.38	64.48	848.91	637.98	5.3	9.8	32.8	52.1
193.75	33.7	1.36	9494.26	34215.55	99.54	1.33	1.25	78.39	1.32	2321.53	2335.74	2313.43	2274.67	55.96	93.03	1682.96	71.55	901.29	695.94	5.3	9.8	32.8	52.1
193.74	33.95	1.35	9537.96	34204.39	99.54	1.33	1.25	78.6	1.34	2310.88	2322.58	2318.63	2264.37	55.89	83.75	1693.54	84.38	933.18	740.36	5.3	9.8	32.8	52.1
193.73	32.54	1.35	9578.22	34304.84	99.48	1.32	1.24	78.78	1.34	2310.88	2319.95	2313.35	2274.83	55.85	73.06	1688.25	104.36	935.56	765.26	5.3	9.8	32.8	52.1
193.72	29.07	1.35	9731.58	34316.01	99.45	1.32	1.24	78.99	1.34	2305.36	2314.77	2311.57	2264.37	55.81	74.12	1708.53	103.94	911.65	770.59	5.3	9.8	32.8	52.1
193.71	29.15	1.34	9784.7	34061.52	99.48	1.32	1.26	79.14	1.35	2305.36	2317.4	2309.81	2271.19	55.81	76.59	1651.23	93.23	885.29	769.18	5.3	9.8	32.8	52.1
193.7	27.82	1.34	9840.38	34023.57	99.39	1.32	1.27	79.25	1.36	2289.2	2309.6	2308.08	2274.67	55.77	82.69	1686.49	85.49	824.02	733.45	5.3	9.8	32.8	52.1
193.69	26.58	1.34	9877.22	33798.11	99.36	1.31	1.29	79.36	1.36	2294.46	2314.77	2313.4	2281.49	55.59	90.46	1670.62	73.71	753.54	674.68	5.3	9.8	32.8	52.1
193.68	28.65	1.34	9878.08	33628.46	99.38	1.31	1.3	79.45	1.36	2283.82	2309.6	2320.47	2281.49	55.47	96.91	1671.5	66.84	665.76	623.79	5.3	9.8	32.8	52.1
193.67	28.73	1.34	9896.93	33550.32	99.43	1.31	1.31	79.54	1.35	2278.43	2314.77	2318.71	2291.95	55.47	95.41	1671.5	68.33	592.53	557.88	5.3	9.8	32.8	52.1
193.66	25.5	1.34	9869.51	33570.42	99.46	1.31	1.3	79.56	1.36	2273.17	2306.97	2322.25	2272.1	55.29	83.31	1656.51	82.25	508.49	467.85	5.3	9.8	32.8	52.1
193.65	24.26	1.34	9817.25	33925.36	99.51	1.31	1.28	79.58	1.36	2283.82	2306.97	2327.49	2255.18	55.14	88.25	1641.53	74.48	450.76	406.62	5.3	9.8	32.8	52.1
193.64	24.51	1.34	9860.94	33940.98	99.54	1.31	1.27	79.56	1.36	2278.56	2299.24	2320.42	2232.19	55.44	86.66	1652.99	77.29	411.11	361.98	5.3	9.8	32.8	52.1
193.63	25.09	1.34	9845.52	33992.32	99.59	1.31	1.27	79.52	1.36	2289.2	2307.05	2316.86	2202.18	55.62	99.56	1662.69	63.88	393.78	322.7	5.3	9.8	32.8	52.1
193.62	24.92	1.34	9839.53	34101.71	99.63	1.31	1.26	79.49	1.35	2300.1	2301.88	2315.11	2191.72	55.7	105.92	1677.67	59.37	375.48	291.63	5.3	9.8	32.8	52.1
193.61	24.92	1.34	9806.97	34188.77	99.61	1.31	1.25	79.42	1.35	2305.36	2307.05	2315.11	2201.42	55.74	103.18	1675.03	61.42	378.35	290.78	5.3	9.8	32.8	52.1
193.6	26.25	1.34	9796.69	33949.91	99.66	1.31	1.27	79.39	1.34	2305.36	2312.23	2313.35	2214.85	55.77	104.51	1702.36	61.71	375.61	278.14	5.3	9.8	32.8	52.1
193.59	26.33	1.34	9762.42	33940.99	99.71	1.31	1.27	79.4	1.32	2316.01	2319.95	2316.86	2237.84	55.62	94	1686.49	70.7	382.46	279.18	5.3	9.8	32.8	52.1
193.58	27.66	1.34	9713.59	33974.47	99.75	1.31	1.27	79.38	1.32	2316.01	2314.71	2315.09	2260.83	55.66	88.61	1705	78.3	400.98	277.79	5.3	9.8	32.8	52.1
193.57	27.74	1.34	9741	34202.16	99.71	1.31	1.25	79.37	1.33	2310.5	2312.17	2318.6	2257.45	55.47	80.75	1705.88	90.3	434.73	296.47	5.3	9.8	32.8	52.1
193.56	28.49	1.34	9713.59	34470.04	99.71	1.31	1.23	79.38	1.33	2315.88	2299.44	2313.32	2267.6	55.55	83.4	1724.4	87.32	483.47	313.31	5.3	9.8	32.8	52.1
193.55	30.47	1.34	9758.14	34521.39	99.66	1.31	1.23	79.4	1.33	2305.24	2294.27	2315.08	2260.78	55.44	98.94	1739.38	68.67	527.25	345.85	5.3	9.8	32.8	52.1
193.54	32.54	1.34	9805.26	34516.92	99.63	1.31	1.23	79.43	1.33	2305.24	2279.08	2311.57	2257.35	55.55	97.71	1767.6	71.55	586.77	381.9	5.3	9.8	32.8	52.1
193.53	29.89	1.34	9776.98	34454.42	99.61	1.31	1.23	79.5	1.33	2294.59	2259.27	2315.11	2250.53	55.51	98.94	1768.48	70.31	645.49	425.39	5.3	9.8	32.8	52.1
193.52	29.89	1.34	9815.54	34086.09	99.68	1.31	1.26	79.61	1.33	2300.1	2244.57	2313.35	2257	55.59	89.93	1719.99	77.6	696.48	457.39	5.3	9.8	32.8	52.1
193.51	32.79	1.34	9847.24	33887.41	99.68	1.31	1.28	79.69	1.33	2300.1	2257.3	2318.63	2250.19	55.55	87.81	1721.75	80.53	717.51	481.22	5.3	9.8	32.8	52.1
193.5	31.96	1.33	9845.52	33876.25	99.69	1.31	1.28	79.81	1.32	2310.75	2262.47	2320.41	2260.49	55.62	100.18	1709.41	65.84	753.98	500.32	5.3	9.8	32.8	52.1
193.49	31.88	1.33	9875.51	33918.66	99.72	1.31	1.28	79.87	1.32	2305.36	2277.66	2325.69	2274.54	55.51	110.69	1724.4	58.04	787.55	519.6	5.3	9.8	32.8	52.1
193.48	32.54	1.33	9924.34	33807.05	99.72	1.31	1.29	79.9	1.33	2321.53	2302.71	2323.91	2277.92	55.59	110.96	1682.96	55.97	802.34	515.87	5.3	9.8	32.8	52.1
193.47	30.47	1.33	9974.89	34074.93	99.64	1.31	1.26	79.94	1.33	2310.63	2322.52	2323.91	2281.75	55.74	109.72	1694.42	57.36	799.41	524.08	5.3	9.8	32.8	52.1
193.46	29.73	1.33	9940.62	34215.56	99.62	1.31	1.25	79.95	1.33	2316.14	2322.52	2311.77	2299.19	56	111.14	1670.62	55.3	819.94	524.55	5.3	9.8	32.8	52.1
193.45	30.39	1.33	9994.59	34449.96	99.54	1.31	1.23	79.91	1.33	2310.76	2319.92	2304.75	2292.27	56.37	105.75	1627.42	57.09	824.24	529.96	5.3	9.8	32.8	52.1
193.44	30.39	1.33	9918.34	34403.07	99.51	1.31	1.24	79.88	1.32	2316.14	2322.55	2290.92	2285.14	56.64	102.12	1631.83	60.1	824.24	526.91	5.3	9.8	32.8	52.1
193.43	30.31	1.33	9917.49	34380.75	99.49	1.31	1.24	79.83	1.33	2310.63	2312.2	2272.26	2299.19	57.09	100.98	1623.9	60.63	825.72	537.01	5.3	9.8	32.8	52.1
193.42	30.97	1.33	9872.94	34278.06	99.55	1.31	1.25	79.75	1.33	2316.01	2314.54	2267.05	2306.32	57.2	97.09	1598.33	62.62	837.77	541.1	5.3	9.8	32.8	52.1
193.41	30.22	1.34	9827.53	34025.81	99.56	1.31	1.27	79.64	1.33	2310.5	2311.94	2275.66	2299.19	57.24	103.71	1640.65	59.27	840.14	545.92	5.3	9.8	32.8	52.1
193.4	30.89	1.34	9751.28	33755.7	99.64	1.31	1.29	79.54	1.33	2321.4	2317.17	2279.15	2299.19	57.12	107.78	1652.99	56.82	861	552.15	5.3	9.8	32.8	52.1
193.39	32.38	1.34	9723.01	33865.08	99.65	1.32	1.28	79.37	1.33	2321.4	2314.54	2294.76	2299.19	57.05	90.2	1630.07	71.44	866.03	559.95	5.3	9.8	32.8	52.1
193.38	35.86	1.34	9699.88	34052.59	99.66	1.32	1.27	79.23	1.35	2326.91	2319.66	2315.2	2299.19	56.45	78.54	1632.71	88.05	883.31	568.33	5.3	9.8	32.8	52.1
193.37	35.94	1.34	9638.19	33784.71	99.56	1.32	1.29	79.11	1.36	2326.91	2319.92	2322.17	2295.59	56.34	77.04	1682.96	95.22	901.4	575.87	5.3	9.8	32.8	52.1
193.36	35.19	1.35	9643.33	33918.66	99.6	1.32	1.28	79	1.36	2326.91	2327.81	2327.49	2288.67	56.11	79.95	1668.86	88.61	915.41	581.43	5.3	9.8	32.8	52.1
193.35	34.45	1.35	9627.06	33963.3	99.65	1.32	1.27	78.93	1.35	2332.56	2317.46	2329.25	2295.59	55.89	78.8	1670.62	90.79	916.23	590.29	5.3	9.8	32.8	52.1
193.34	34.53	1.35	9529.39	33702.12	99.61	1.32	1.29	78.91	1.36	2338.07	2320.09	2327.46	2285.29	55.77	80.22	1690.01	89.91	918.8	593.01	5.3	9.8	32.8	52.1
193.33	36.02	1.35	9540.53	33722.21	99.62	1.32	1.29	78.9	1.35	2332.56	2325.33	2322.18	2278.16	55.92	79.07	1645.94	88.24	909.16	590.86	5.3	9.8	32.8	52.1
193.32	36.1	1.35	9547.38	33972.23	99.7	1.32	1.27	78.89	1.35	2338.07	2320.15	2321.65	2271.13	55.9	76.42	1645.05	93.01	900.7	577.73	5.3	9.8	32.8	52.1
193.31	36.02	1.35	9565.37	33818.2	99.66	1.32	1.28	78.93	1.36	2343.59	2314.86	2318.09	2278.05	56.01	76.42	1653.87	93.81	888.29	585.79	5.3	9.8	32.8	52.1
193.3	34.36	1.35	9587.65	33853.91	99.57	1.32	1.28	78.96	1.36	2337.94	2319.98	2319.86	2278.05	56.16	68.64	1640.65	110.47	859.5	568.21	5.3	9.8	32.8	52.1
193.29	33.62	1.35	9670.75	34186.53	99.6	1.32	1.25	79.02	1.35	2337.94	2319.98	2319.86	2288.35	56.12	59.1	1657.4	147.5	817.68	557.18	5.3	9.8	32.8	52.1
193.28	36.43	1.34	9673.32	33876.24	99.63	1.32	1.28	79.15	1.36	2343.45	2322.64	2325.15	2295.49	56.08	67.05	1666.21	118.16	776.13	539.49	5.3	9.8	32.8	52.1
193.27	36.6	1.34	9644.19	33778.02	99.65	1.32	1.29	79.3	1.35	2349.1	2333.11	2325.68	2302.51	56.04	64.49	1628.3	121.53	731.59	520.18	5.3	9.8	32.8	52.1
193.26	36.6	1.34	9663.9	33762.39	99.65	1.32	1.29	79.44	1.34	2338.2	2327.93	2331.04	2309.65	55.96	64.14	1601.86	119.21	684.33	493.17	5.3	9.8	32.8	52.1
193.25	37.93	1.34	9671.61	33670.87	99.71	1.32	1.3	79.58	1.34	2327.3	2335.83	2325.76	2313.19	56.07	57.25	1591.28	145.04	654.48	464.77	5.3	9.8	32.8	52.1
193.24	38.5	1.34	9717.01	33545.86	99.71	1.32	1.31	79.7	1.33	2316.4	2328.02	2329.35	2313.19	56.22	61.22	1595.68	128.66	633.46	444.46	5.3	9.8	32.8	52.1
193.23	39.83	1.33	9801.83	33844.98	99.73	1.32	1.28	79.76	1.33	2300.24	2322.73	2329.35	2295.75	56.26	59.81	1573.64	130.9	604.8	423.23	5.3	9.8	32.8	52.1
193.22	39.75	1.33	9865.23	33985.62	99.64	1.31	1.27	79.85	1.33	2273.29	2309.71	2327.59	2281.91	56.41	59.81	1622.13	138.46	587.95	424.87	5.3	9.8	32.8	52.1
193.21	39.08	1.33	9865.23	34128.49	99.7	1.31	1.26	79.94	1.33	2273.29	2312.29	2324	2267.86	56.45	57.16	1600.97	147.16	575.25	408.06	5.3	9.8	32.8	52.1
193.2	40.41	1.33	9889.21	34264.66	99.63	1.31	1.25	80	1.33	2273.29	2301.82	2327.5	2264.32	56.37	63.52	1589.51	119.62	558.72	404.18	5.3	9.8	32.8	52.1
193.19	40.49	1.33	9864.37	34269.12	99.67	1.31	1.25	80.05	1.33	2289.84	2306.99	2325.7	2264.32	56.19	69	1591.28	104.03	547.29	394.59	5.3	9.8	32.8	52.1
193.18	41.15	1.33	9829.24	34117.32	99.71	1.31	1.26	80.06	1.33	2300.48	2306.99	2334.78	2285.41	56.07	70.32	1579.82	99.63	569.06	394.59	5.3	9.8	32.8	52.1
193.17	38.34	1.33	9866.94	33905.26	99.73	1.31	1.28	80.02	1.33	2321.79	2317.34	2343.73	2292.22	55.77	70.5	1601.86	101.5	575.19	393.77	5.3	9.8	32.8	52.1
193.16	38.26	1.33	9908.92	33690.96	99.66	1.31	1.29	79.94	1.33	2338.33	2314.77	2345.51	2292.22	55.7	73.32	1624.78	97.42	592.03	397.76	5.3	9.8	32.8	52.1
193.15	38.26	1.33	9896.93	33762.39	99.74	1.31	1.29	79.84	1.34	2349.23	2319.95	2350.88	2278.59	55.51	74.92	1610.67	92.83	617.18	408.43	5.3	9.8	32.8	52.1
193.14	37.68	1.33	9873.79	33731.14	99.79	1.31	1.29	79.73	1.35	2338.07	2322.58	2350.88	2271.67	55.62	82.07	1621.25	81.44	635.66	426.96	5.3	9.8	32.8	52.1
193.13	38.42	1.34	9807.83	33791.41	99.74	1.31	1.29	79.63	1.35	2343.59	2319.98	2349.03	2243.97	55.55	82.51	1615.08	80.32	650.45	439.98	5.3	9.8	32.8	52.1
193.12	34.94	1.34	9760.71	33731.14	99.74	1.32	1.29	79.55	1.35	2336.99	2317.34	2347.22	2240.54	55.7	86.49	1638.88	76.54	673.5	443.32	5.3	9.8	32.8	52.1
193.11	36.35	1.34	9709.3	33851.68	99.8	1.32	1.28	79.44	1.35	2331.34	2319.92	2354.51	2240.54	55.51	81.19	1653.87	85.34	688.08	458.76	5.3	9.8	32.8	52.1
193.1	37.68	1.34	9629.63	33713.28	99.81	1.32	1.29	79.3	1.35	2325.83	2322.55	2356.33	2247.25	55.47	86.66	1647.7	76.92	714.23	467.87	5.3	9.8	32.8	52.1
193.09	38.5	1.34	9627.06	33842.76	99.71	1.32	1.28	79.21	1.34	2331.34	2314.74	2365.48	2247.25	55.25	88.61	1711.17	78.72	750.47	472.92	5.3	9.8	32.8	52.1
193.08	39.25	1.34	9679.32	33954.37	99.75	1.32	1.27	79.1	1.34	2336.99	2322.64	2371.06	2253.86	54.99	81.72	1734.98	91	768.48	486.22	5.3	9.8	32.8	52.1
193.07	37.26	1.35	9652.76	34226.71	99.74	1.32	1.25	79.03	1.34	2338.07	2325.27	2384.07	2237.45	54.57	84.28	1746.44	87.61	780.45	499.42	5.3	9.8	32.8	52.1
193.06	37.93	1.35	9621.06	34275.82	99.69	1.32	1.25	79	1.34	2338.07	2335.86	2387.8	2221.03	54.46	84.1	1751.73	88.31	806.62	502.58	5.3	9.8	32.8	52.1
193.05	39.33	1.35	9597.93	34291.45	99.71	1.32	1.25	78.96	1.34	2343.59	2333.23	2400.92	2217.65	54.01	81.19	1757.02	93.8	810.24	513.62	5.3	9.8	32.8	52.1
193.04	39.42	1.35	9628.77	34257.97	99.75	1.32	1.25	78.97	1.32	2349.23	2338.4	2406.58	2224.57	53.71	77.12	1793.16	105.44	791.35	505.06	5.3	9.8	32.8	52.1
193.03	39.5	1.35	9585.08	34130.73	99.69	1.32	1.26	78.92	1.32	2338.07	2330.51	2408.47	2234.87	53.67	73.85	1789.64	113.1	775.87	497.29	5.3	9.8	32.8	52.1
193.02	38.84	1.35	9583.36	34191	99.69	1.33	1.25	78.8	1.32	2343.59	2335.86	2412.32	2258.2	53.41	73.41	1809.03	116.44	754.71	486.24	5.3	9.8	32.8	52.1
193.01	38.17	1.35	9604.78	34380.75	99.75	1.33	1.24	78.64	1.32	2343.59	2333.17	2418.03	2288.67	53.19	78.54	1820.49	104.91	718.87	475.43	5.3	9.8	32.8	52.1
193	39.58	1.36	9528.53	34224.48	99.75	1.33	1.25	78.44	1.32	2343.59	2343.88	2423.88	2306.11	53	81.1	1812.56	98.79	690.29	449.59	5.3	9.8	32.8	52.1
192.99	38.26	1.36	9513.11	34025.8	99.7	1.34	1.27	78.2	1.32	2337.94	2349.17	2427.73	2309.65	52.85	83.75	1851.35	97.05	673.54	437.89	5.3	9.8	32.8	52.1
192.98	40.33	1.37	9348.62	34155.28	99.73	1.34	1.26	77.86	1.33	2360.81	2370.84	2443.39	2305.81	52.4	83.22	1839.89	97.07	654.56	429.9	5.3	9.8	32.8	52.1
192.97	38.34	1.37	9150.72	34068.22	99.75	1.35	1.26	77.49	1.33	2366.46	2376.32	2457.37	2295.51	52.1	87.37	1844.29	90.18	647.15	409.79	5.3	9.8	32.8	52.1
192.96	38.26	1.38	8990.51	33827.13	99.8	1.36	1.28	77.04	1.33	2383.82	2392.95	2473.28	2278.08	51.58	92.5	1865.45	84.04	639.87	396.26	5.3	9.8	32.8	52.1
192.95	41.82	1.39	8818.31	33760.16	99.77	1.37	1.29	76.5	1.33	2383.82	2401.31	2483.35	2260.65	51.28	92.32	1851.35	83.32	631.16	397.37	5.3	9.8	32.8	52.1
192.94	41.9	1.4	8650.39	33994.55	99.8	1.38	1.27	75.92	1.34	2401.18	2426.71	2503.57	2264.24	50.71	89.76	1876.03	88.79	622.37	393.33	5.3	9.8	32.8	52.1
192.93	43.8	1.41	8428.49	33844.99	99.77	1.39	1.28	75.26	1.35	2407.25	2435.37	2509.71	2286.33	50.49	96.12	1891.02	80.94	636.34	380.33	5.3	9.8	32.8	52.1
192.92	43.22	1.42	8258.86	33833.83	99.79	1.4	1.28	74.61	1.35	2431.27	2458.61	2518.06	2318.72	50.11	99.03	1938.63	80.33	635.14	384.91	5.3	9.8	32.8	52.1
192.91	44.38	1.43	8053.25	33708.82	99.71	1.41	1.29	73.92	1.35	2449.97	2473.4	2524.31	2362.98	49.96	97.62	1966.84	83.91	652.77	387.01	5.3	9.8	32.8	52.1
192.9	45.05	1.44	7817.65	33769.09	99.7	1.42	1.29	73.24	1.37	2479.63	2491.03	2534.79	2407.23	49.59	95.15	1987.99	88.75	667.63	385.9	5.3	9.8	32.8	52.1
192.89	43.14	1.45	7625.74	33503.45	99.71	1.43	1.31	72.55	1.38	2498.32	2500.12	2534.79	2434.05	49.44	95.32	1979.18	87.88	687.15	390.33	5.3	9.8	32.8	52.1
