Depth	GRDE	CODE	LSDU	BRDU	CADE	DENL	DENB	DEPO	ADEN	VL2F	VL4F	VL6F	VL2A	SPOR	LSN	SSN	RPOR	FE1	FE2	M	A	VM	FC
2.287734566	1.941312625	0.201397124	3.769926494	4.492500433	1.997692118	0.193124598	0.173186268	1.809627042	0.195899652	3.362738754	3.375394725	3.387969685	3.362314681	1.702516697	2.040285799	3.296485294	1.852784869	2.241870089	2.069557105	3.9	45	20.2	30.9
2.287712175	1.9048237	0.195899652	3.788786129	4.493839616	1.997997636	0.187520721	0.173186268	1.81756537	0.193124598	3.360729701	3.374403706	3.387621151	3.365038482	1.705093611	2.049644353	3.293378025	1.834992604	2.263162465	2.093106357	5.3	9.8	32.8	52.1
2.287689784	1.896691527	0.190331698	3.803188671	4.494864475	1.997910367	0.181843588	0.170261715	1.825296264	0.187520721	3.359708399	3.370931084	3.386935716	3.365038482	1.707058941	2.049644353	3.282529218	1.819609733	2.27600199	2.125611372	5.3	9.8	32.8	52.1
2.287667391	1.882809041	0.184691431	3.820741856	4.497246678	1.997692118	0.176091259	0.167317335	1.832508913	0.184691431	3.358661872	3.370433514	3.384854992	3.366314604	1.709948017	2.028245817	3.282127955	1.849480837	2.291168976	2.143108523	5.3	9.8	32.8	52.1
2.287644997	1.881840968	0.178976947	3.835009749	4.499983978	1.997604787	0.173186268	0.161368002	1.839100783	0.184691431	3.360680491	3.367935215	3.383483237	3.364999129	1.713070326	1.976762523	3.273649335	1.912647106	2.288249226	2.144729841	5.3	9.8	32.8	52.1
2.287622602	1.867467488	0.173186268	3.851554913	4.505013426	1.997779431	0.167317335	0.155336037	1.845532117	0.178976947	3.362738754	3.367935215	3.380751963	3.36227508	1.717753693	2.005738043	3.273649335	1.869759595	2.299986436	2.152532948	5.3	9.8	32.8	52.1
2.287600206	1.821709997	0.170261715	3.871913116	4.5044676	1.997604787	0.161368002	0.155336037	1.851380668	0.173186268	3.36474043	3.366462182	3.377337219	3.359533837	1.722140125	1.998869364	3.264165892	1.865932668	2.309715315	2.163221027	5.3	9.8	32.8	52.1
2.287577809	1.820595497	0.164352856	3.884811784	4.505709857	1.997473759	0.158362492	0.152288344	1.856849679	0.164352856	3.36574998	3.36743979	3.375292248	3.356899307	1.726401162	1.986771734	3.264999528	1.884851983	2.332559641	2.168497484	5.3	9.8	32.8	52.1
2.287555411	1.798305282	0.161368002	3.897574313	4.512732945	1.997473759	0.155336037	0.139879086	1.862012051	0.152288344	3.36574998	3.364535987	3.372923044	3.355595176	1.729731595	1.949194774	3.257445769	1.92992956	2.346958999	2.192344395	5.3	9.8	32.8	52.1
2.287533011	1.797752129	0.158362492	3.906940261	4.516497562	1.997735777	0.149219113	0.133538908	1.866641721	0.149219113	3.366779586	3.365029113	3.371223072	3.358319446	1.732152418	1.92890769	3.261657719	1.968155937	2.385266569	2.210559282	5.3	9.8	32.8	52.1
2.28751061	1.805704704	0.152288344	3.917730213	4.522244386	1.997692118	0.146128036	0.120573931	1.871105701	0.1430148	3.36474043	3.365029113	3.369555365	3.358992627	1.736077637	1.964448208	3.261448445	1.912859475	2.416939918	2.24743313	5.3	9.8	32.8	52.1
2.287488208	1.791409916	0.149219113	3.922693287	4.531409297	1.997648455	0.1430148	0.103803721	1.875003354	0.136720567	3.36474043	3.365516063	3.36855835	3.360347231	1.738146089	1.994625054	3.249328015	1.850646235	2.450926203	2.283142863	5.3	9.8	32.8	52.1
2.287465805	1.756255649	0.146128036	3.93044775	4.536709788	1.997954004	0.139879086	0.093421685	1.877946952	0.130333768	3.363730408	3.365023491	3.366893421	3.362293938	1.740836207	1.995371906	3.239514696	1.835500328	2.484869033	2.321929669	5.3	9.8	32.8	52.1
2.287443401	1.720159303	0.146128036	3.939779751	4.538144254	1.997866726	0.139879086	0.089905111	1.880642126	0.127104798	3.363730408	3.366450975	3.366228649	3.362930863	1.74264659	1.995371906	3.234856286	1.828917562	2.543782557	2.358239508	5.3	9.8	32.8	52.1
2.287420996	1.709778602	0.1430148	3.944117316	4.538088148	1.997823081	0.136720567	0.089905111	1.882752156	0.120573931	3.361676851	3.365959463	3.365223958	3.359585074	1.744684063	2.012879387	3.232622609	1.80126647	2.59117595	2.417322197	5.3	9.8	32.8	52.1
2.287398589	1.674677468	0.139879086	3.95058584	4.539405962	1.997735777	0.133538908	0.086359831	1.884851983	0.113943352	3.362691655	3.364980387	3.36589027	3.35759566	1.744371227	2.013258665	3.239514696	1.810366954	2.646452741	2.467400897	5.3	9.8	32.8	52.1
2.287376182	1.635684763	0.139879086	3.954445615	4.533628074	1.997910367	0.133538908	0.100370545	1.886603514	0.113943352	3.361676851	3.364490959	3.365233324	3.354907114	1.745855195	2.009875634	3.228795459	1.80009818	2.706743379	2.527165718	5.3	9.8	32.8	52.1
2.287353773	1.635684763	0.136720567	3.954941643	4.533798359	1.997648455	0.130333768	0.096910013	1.888291845	0.113943352	3.362691655	3.363040064	3.36589588	3.352926936	1.745230985	2.004579294	3.237747266	1.820004307	2.762220776	2.59046286	5.3	9.8	32.8	52.1
2.287331363	1.578982843	0.136720567	3.960844975	4.534818161	1.997823081	0.130333768	0.096910013	1.889749775	0.113943352	3.362691655	3.365029113	3.36459039	3.354258303	1.746712023	1.993039232	3.239954807	1.839478047	2.809761665	2.652691047	5.3	9.8	32.8	52.1
2.287308952	1.593839661	0.136720567	3.961983177	4.536089555	1.997823081	0.127104798	0.093421685	1.890923771	0.120573931	3.363705973	3.365521679	3.364924159	3.354258303	1.746400644	2.016949813	3.235081297	1.798995734	2.854731017	2.705273423	5.3	9.8	32.8	52.1
2.287286539	1.58546073	0.133538908	3.968752781	4.533060315	1.997866726	0.127104798	0.100370545	1.892205946	0.120573931	3.36474043	3.366009948	3.364588514	3.356263028	1.74733411	2.033584576	3.233518981	1.773859552	2.900000965	2.758654569	5.3	9.8	32.8	52.1
2.287264126	1.527629901	0.133538908	3.972534683	4.536907001	1.997561116	0.123851641	0.089905111	1.893262286	0.120573931	3.36474043	3.366495801	3.365246435	3.355616241	1.747023177	1.997692118	3.223334965	1.809425029	2.92886165	2.804807064	5.3	9.8	32.8	52.1
2.287241711	1.527629901	0.133538908	3.977461121	4.534223525	1.997997636	0.123851641	0.096910013	1.894260664	0.120573931	3.3657743	3.368424498	3.364256363	3.3569184	1.747877706	1.968623021	3.226073794	1.854609638	2.954864553	2.842571799	5.3	9.8	32.8	52.1
2.287219295	1.530839779	0.130333768	3.979455497	4.53408185	1.997997636	0.123851641	0.096910013	1.895422546	0.127104798	3.363777394	3.365970682	3.365231451	3.354947392	1.74733411	1.922984816	3.228795459	1.926239521	2.969965422	2.869442947	5.3	9.8	32.8	52.1
2.287196878	1.512417549	0.130333768	3.981284808	4.535355398	1.997735777	0.120573931	0.093421685	1.896415976	0.127104798	3.363777394	3.365478625	3.364241345	3.356948947	1.747023177	1.863679668	3.227436758	2.01853407	2.971071645	2.883809013	5.3	9.8	32.8	52.1
2.28717446	1.463445032	0.130333768	3.988183357	4.535496786	1.997604787	0.120573931	0.093421685	1.897572114	0.127104798	3.362738754	3.364507845	3.363907049	3.354947392	1.746712023	1.869935411	3.232622609	2.016782712	2.959828136	2.886823369	5.3	9.8	32.8	52.1
2.287152041	1.464638559	0.127104798	3.990547515	4.532264025	1.997735777	0.120573931	0.100370545	1.898396046	0.130333768	3.362738754	3.365001003	3.363576257	3.356253467	1.746712023	1.88417207	3.21780757	1.969555684	2.947085559	2.886027983	5.3	9.8	32.8	52.1
2.287129621	1.444357126	0.127104798	3.99301187	4.531779881	1.997342691	0.120573931	0.103803721	1.898999271	0.133538908	3.359683737	3.363536771	3.363250858	3.3569184	1.746400644	1.917452992	3.22698377	1.931915317	2.915937753	2.865370513	5.3	9.8	32.8	52.1
2.287107199	1.424554977	0.127104798	3.994634727	4.528892415	1.997211583	0.117271296	0.11058971	1.899601659	0.133538908	3.360680491	3.364507845	3.364250731	3.35821857	1.744996674	1.956456583	3.222877676	1.867526411	2.877106311	2.829097836	5.3	9.8	32.8	52.1
2.287084776	1.457124626	0.127104798	3.994672539	4.526706979	1.997298992	0.117271296	0.113943352	1.900093902	0.133538908	3.358661872	3.363536771	3.365575958	3.35821857	1.744058166	1.986368594	3.223106381	1.825036441	2.823317698	2.795038408	5.3	9.8	32.8	52.1
2.287062353	1.458335626	0.127104798	3.995500499	4.525696667	1.997517439	0.117271296	0.117271296	1.900585587	0.130333768	3.35763569	3.364507845	3.365246435	3.360205139	1.744058166	1.979593896	3.223106381	1.834611421	2.772710344	2.746540792	5.3	9.8	32.8	52.1
2.287039928	1.40654018	0.127104798	3.994295591	4.525956775	1.997648455	0.117271296	0.113943352	1.900694774	0.133538908	3.356631916	3.363041947	3.365908972	3.356427442	1.74264659	1.920697134	3.219194062	1.915135907	2.706282416	2.670106634	5.3	9.8	32.8	52.1
2.287017501	1.384890797	0.127104798	3.991989851	4.530524465	1.997866726	0.117271296	0.10720997	1.900803935	0.133538908	3.358661872	3.363041947	3.366887824	3.353181211	1.741466762	1.945714714	3.215248824	1.872039668	2.65394537	2.609188736	5.3	9.8	32.8	52.1
2.286995074	1.389343311	0.127104798	3.993918316	4.530724378	1.997997636	0.117271296	0.103803721	1.900694774	0.133538908	3.357660469	3.361584306	3.3655666	3.348731158	1.743823222	1.937818685	3.218270226	1.888123307	2.613958041	2.558684576	5.3	9.8	32.8	52.1
2.286972645	1.399500661	0.127104798	3.993238659	4.531380807	1.998215732	0.117271296	0.103803721	1.900476371	0.133538908	3.359683737	3.363057007	3.364899792	3.342852814	1.745230985	1.998084888	3.220811285	1.805364907	2.595253655	2.508798965	5.3	9.8	32.8	52.1
2.286950216	1.396548038	0.127104798	3.992974354	4.532776157	1.99839013	0.117271296	0.100370545	1.900312497	0.130333768	3.361746718	3.36208268	3.364571631	3.340785071	1.745855195	2.024977972	3.224706539	1.773567049	2.574586809	2.464832198	5.3	9.8	32.8	52.1
2.286927785	1.396548038	0.127104798	3.991534847	4.533883477	1.99830294	0.117271296	0.096910013	1.899929883	0.130333768	3.362738754	3.363057007	3.364571631	3.342702908	1.746166964	2.013595524	3.22402259	1.788309812	2.577893738	2.463564532	5.3	9.8	32.8	52.1
2.286905353	1.419129308	0.127104798	3.991079366	4.530838627	1.998520883	0.117271296	0.103803721	1.899765802	0.127104798	3.362738754	3.364031032	3.364241345	3.345344319	1.746400644	2.019157848	3.231051406	1.790355546	2.574737146	2.44426345	5.3	9.8	32.8	52.1
2.28688292	1.420450859	0.127104798	3.989557488	4.530724506	1.998738716	0.117271296	0.103803721	1.899820502	0.120573931	3.36474043	3.365478625	3.364899792	3.349829032	1.745230985	1.973127854	3.22698377	1.849419414	2.582586021	2.445884303	5.3	9.8	32.8	52.1
2.286860486	1.441852176	0.127104798	3.987379768	4.53115269	1.998912904	0.117271296	0.103803721	1.899711095	0.120573931	3.36474043	3.364496588	3.364567879	3.354267907	1.745543202	1.947482737	3.231724383	1.893761762	2.603122712	2.443716608	5.3	9.8	32.8	52.1
2.28683805	1.443106457	0.127104798	3.988603543	4.534053534	1.998738716	0.117271296	0.096910013	1.89965638	0.123851641	3.363705973	3.364019762	3.365225832	3.35361814	1.744058166	1.907142531	3.231948477	1.95568775	2.638219611	2.471980753	5.3	9.8	32.8	52.1
2.286815613	1.454692449	0.127104798	3.987379768	4.537441787	1.998738716	0.117271296	0.089905111	1.899711095	0.123851641	3.364716052	3.361622082	3.364235713	3.355566448	1.744684063	1.921166051	3.236638014	1.941113727	2.684369531	2.495974257	5.3	9.8	32.8	52.1
2.286793176	1.483872454	0.127104798	3.989367045	4.538088274	1.998520883	0.117271296	0.089905111	1.899820502	0.123851641	3.362716147	3.360644526	3.364566003	3.354258303	1.743823222	1.995371906	3.240394472	1.836767047	2.722016588	2.53888778	5.3	9.8	32.8	52.1
2.286770737	1.512417549	0.127104798	3.991459114	4.538032036	1.99839013	0.117271296	0.089905111	1.899984563	0.123851641	3.362716147	3.35775957	3.363907049	3.353598901	1.744684063	1.989939013	3.247383993	1.854609638	2.768467901	2.581949658	5.3	9.8	32.8	52.1
2.286748297	1.475525915	0.127104798	3.990204727	4.537244943	1.99830294	0.117271296	0.089905111	1.900367129	0.123851641	3.360705097	3.353968136	3.364571631	3.352284807	1.744371227	1.995371906	3.247600153	1.847017098	2.809889519	2.628787276	5.3	9.8	32.8	52.1
2.286725855	1.475525915	0.127104798	3.991914197	4.532577186	1.998608029	0.117271296	0.100370545	1.900967624	0.123851641	3.361746718	3.351133154	3.364241345	3.353531559	1.744996674	1.953904593	3.235525922	1.889861721	2.84290865	2.660286665	5.3	9.8	32.8	52.1
2.286703413	1.515741417	0.127104798	3.993314523	4.530038377	1.998608029	0.117271296	0.10720997	1.901403827	0.123851641	3.361746718	3.353589282	3.365231451	3.35221919	1.744684063	1.943543977	3.235970092	1.905957699	2.855827958	2.682343669	5.3	9.8	32.8	52.1
2.286680969	1.504606771	0.123851641	3.993238659	4.529895329	1.998651596	0.117271296	0.10720997	1.902057311	0.120573931	3.363752962	3.354582829	3.365564728	3.35420259	1.745230985	2.000781027	3.23284624	1.818489822	2.877359826	2.699247864	5.3	9.8	32.8	52.1
2.286658525	1.503518313	0.123851641	3.994559533	4.530438687	1.99878227	0.117271296	0.10720997	1.902383684	0.120573931	3.362738754	3.357488895	3.366551825	3.356893579	1.744371227	2.044108387	3.236638014	1.763727404	2.896278136	2.715669142	5.3	9.8	32.8	52.1
2.286636079	1.512417549	0.123851641	3.996701634	4.529007276	1.99878227	0.117271296	0.11058971	1.902546779	0.123851641	3.3657743	3.362239247	3.366219305	3.357538468	1.744996674	2.045166448	3.226073794	1.747955307	2.904358444	2.712540273	5.3	9.8	32.8	52.1
2.286613632	1.483872454	0.123851641	3.998908115	4.532434972	1.998433719	0.117271296	0.100370545	1.902764144	0.123851641	3.363730408	3.365959463	3.366219305	3.358268059	1.746166964	2.040285799	3.229021069	1.758609143	2.902769577	2.719397586	5.3	9.8	32.8	52.1
2.286591183	1.473194909	0.123851641	3.997413472	4.534223652	1.998346537	0.117271296	0.096910013	1.902818468	0.123851641	3.364764807	3.365959463	3.363944624	3.361574862	1.748188027	2.045870392	3.222877676	1.742725131	2.913782074	2.719786891	5.3	9.8	32.8	52.1
2.286568734	1.4827307	0.123851641	3.999764983	4.537188722	1.997997636	0.117271296	0.089905111	1.902601131	0.123851641	3.363754841	3.365473009	3.362623824	3.360265771	1.751048035	2.024280376	3.211499649	1.756560043	2.916053687	2.724243091	5.3	9.8	32.8	52.1
2.286546284	1.4827307	0.123851641	3.996438992	4.536597199	1.997866726	0.117271296	0.093421685	1.902438056	0.120573931	3.364764807	3.365965072	3.360009924	3.358912812	1.753123245	2.009110806	3.212674913	1.778874472	2.916053687	2.721736441	5.3	9.8	32.8	52.1
2.286523832	1.481585936	0.123851641	3.996401771	4.536315346	1.997779431	0.117271296	0.093421685	1.902166129	0.123851641	3.363730408	3.364025397	3.356458023	3.361574862	1.756560043	2.004235366	3.210559282	1.782687568	2.916832804	2.729982373	5.3	9.8	32.8	52.1
2.286501379	1.490941205	0.123851641	3.994446498	4.535016235	1.998041264	0.117271296	0.096910013	1.901730692	0.123851641	3.36474043	3.364464691	3.355461099	3.362919565	1.757396029	1.987174501	3.203666451	1.796713063	2.923124805	2.733277534	5.3	9.8	32.8	52.1
2.286478925	1.48029446	0.127104798	3.992444378	4.531808473	1.998084888	0.117271296	0.103803721	1.901131251	0.123851641	3.363705973	3.363976559	3.357107376	3.361574862	1.757699625	2.015820634	3.215015943	1.772834927	2.924351662	2.737129005	5.3	9.8	32.8	52.1
2.28645647	1.489817908	0.127104798	3.989061627	4.528347118	1.998433719	0.117271296	0.11058971	1.900585587	0.123851641	3.36574998	3.364957897	3.357772909	3.361574862	1.756788199	2.032538179	3.218270226	1.754501229	2.935003151	2.742057077	5.3	9.8	32.8	52.1
2.286434013	1.510276844	0.127104798	3.987800732	4.529752106	1.998477303	0.120573931	0.10720997	1.89965638	0.123851641	3.36574998	3.364464691	3.360737271	3.361574862	1.756255649	1.955206538	3.212206255	1.853941446	2.937532937	2.748149249	5.3	9.8	32.8	52.1
2.286411556	1.554610285	0.127104798	3.986766362	4.532150149	1.998520883	0.120573931	0.103803721	1.898889656	0.130333768	3.366779586	3.365424334	3.364588514	3.361574862	1.751663946	1.895090897	3.212909053	1.94472936	2.946113147	2.754600581	5.3	9.8	32.8	52.1
2.286389097	1.555578073	0.127104798	3.983995483	4.528720195	1.998084888	0.120573931	0.11058971	1.898231385	0.133538908	3.366779586	3.365473009	3.36589401	3.360894324	1.750816843	1.886716274	3.226073794	1.978728177	2.954917554	2.760324455	5.3	9.8	32.8	52.1
2.286366637	1.546419267	0.130333768	3.984227029	4.530438687	1.998259338	0.120573931	0.10720997	1.897627091	0.133538908	3.366779586	3.36694753	3.366887824	3.359583177	1.749040269	1.902818468	3.222419905	1.947482737	2.961615652	2.764497436	5.3	9.8	32.8	52.1
2.286344176	1.537189226	0.130333768	3.983493679	4.531009881	1.998477303	0.120573931	0.103803721	1.897242103	0.130333768	3.367832824	3.365012247	3.367216104	3.360894324	1.74733411	1.896526217	3.222877676	1.958038016	2.962004508	2.771065426	5.3	9.8	32.8	52.1
2.286321714	1.538196578	0.130333768	3.979065101	4.527657221	1.99830294	0.120573931	0.11058971	1.897132043	0.133538908	3.368857509	3.365504832	3.366882226	3.358941319	1.746400644	1.904282658	3.227889274	1.953807998	2.963220987	2.773062017	5.3	9.8	32.8	52.1
2.286299251	1.556543708	0.130333768	3.979572502	4.527916029	1.998346537	0.120573931	0.11058971	1.897077003	0.130333768	3.367832824	3.366484595	3.36589588	3.357584222	1.747567163	1.898011739	3.216414	1.945665499	2.95864032	2.77148459	5.3	9.8	32.8	52.1
2.286276786	1.557507202	0.130333768	3.979884208	4.531124056	1.998695158	0.120573931	0.103803721	1.897021956	0.130333768	3.368857509	3.365516063	3.365796748	3.356241994	1.747411808	1.883207033	3.216179103	1.968529644	2.954580163	2.76172492	5.3	9.8	32.8	52.1
2.286254321	1.556543708	0.130333768	3.980701774	4.529150488	1.998520883	0.120573931	0.10720997	1.897242103	0.133538908	3.369881636	3.364524731	3.365130293	3.357563252	1.748265573	1.883207033	3.218501369	1.972249136	2.948554773	2.767741954	5.3	9.8	32.8	52.1
2.286231854	1.536053155	0.130333768	3.981712172	4.529608835	1.998128507	0.120573931	0.10720997	1.89740714	0.133538908	3.368833361	3.365484241	3.365461777	3.357563252	1.749427099	1.836577275	3.215015943	2.043244354	2.934245881	2.754508873	5.3	9.8	32.8	52.1
2.286209386	1.526597709	0.130333768	3.985460156	4.533855021	1.998259338	0.120573931	0.096910013	1.897737025	0.130333768	3.368833361	3.365484241	3.365461777	3.35952245	1.749117662	1.771587481	3.219427335	2.16879202	2.912583375	2.745995519	5.3	9.8	32.8	52.1
2.286186917	1.561459171	0.127104798	3.985575555	4.529895201	1.99839013	0.120573931	0.10720997	1.898450919	0.133538908	3.369855692	3.365981901	3.366450975	3.360875405	1.748808005	1.826398782	3.221729737	2.072470482	2.889934471	2.731983399	5.3	9.8	32.8	52.1
2.286164447	1.563481085	0.127104798	3.984265758	4.528634189	1.998477303	0.120573931	0.11058971	1.899273187	0.130333768	3.370901505	3.367935215	3.366549958	3.362201525	1.748498127	1.809492377	3.211734423	2.084683498	2.864267761	2.71615365	5.3	9.8	32.8	52.1
2.286141975	1.563481085	0.127104798	3.985152427	4.528433182	1.998477303	0.120573931	0.11058971	1.900039235	0.127104798	3.368881656	3.366969917	3.367549726	3.363546173	1.747877706	1.807128956	3.204624557	2.076312688	2.835265579	2.69299665	5.3	9.8	32.8	52.1
2.286119503	1.578982843	0.127104798	3.985498776	4.527254338	1.998738716	0.120573931	0.113943352	1.900803935	0.127104798	3.36685237	3.368441232	3.366564897	3.364211306	1.748730556	1.757775491	3.201746604	2.161487791	2.81589638	2.667238087	5.3	9.8	32.8	52.1
2.286097029	1.58546073	0.127104798	3.98753265	4.52563893	1.998738716	0.120573931	0.117271296	1.901458321	0.123851641	3.364813556	3.366986707	3.367234749	3.364211306	1.749890841	1.786893325	3.202945802	2.109443547	2.801719196	2.647832682	5.3	9.8	32.8	52.1
2.286074554	1.600210306	0.123851641	3.991307166	4.529494262	1.998825819	0.120573931	0.10720997	1.901785145	0.123851641	3.361773151	3.365998729	3.367234749	3.360924593	1.750199728	1.776773802	3.196905386	2.116939647	2.781611782	2.626576444	5.3	9.8	32.8	52.1
2.286052078	1.599337133	0.123851641	3.994107215	4.531295197	1.998433719	0.117271296	0.103803721	1.90227492	0.123851641	3.356654842	3.363557455	3.366906483	3.358298512	1.7513561	1.776773802	3.210085656	2.141324327	2.769340395	2.628256067	5.3	9.8	32.8	52.1
